claim_id,customer_id,claim_date,claim_amount,claim_type,status,adjuster_id
CL000401,C00581,2022-08-19,11916.24,Theft,Closed,ADJ012
CL000402,C00679,2023-09-23,10209.28,Theft,Approved,ADJ008
CL000403,C00607,2024-01-05,9143.09,Medical,Denied,ADJ007
CL000404,C00842,2023-06-08,6955.64,Medical,Approved,ADJ005
CL000405,C00613,2021-09-30,2076.8,Theft,Approved,ADJ021
CL000406,C00507,2025-07-14,9852.34,Collision,Open,ADJ014
CL000407,C00837,2025-08-05,2514.29,Theft,Open,ADJ049
CL000408,C00151,2023-02-26,10082.78,Liability,Denied,ADJ019
CL000409,C00400,2022-09-22,9425.8,Liability,Closed,ADJ014
CL000410,C00698,2025-06-20,13222.67,Medical,Denied,ADJ044
CL000411,C00312,2023-04-06,13818.27,Liability,Under Review,ADJ006
CL000412,C00597,2025-05-13,617.73,Theft,Approved,ADJ009
CL000413,C00873,2023-08-29,4765.68,Medical,Denied,ADJ004
CL000414,C00001,2025-08-03,10698.63,Medical,Open,ADJ019
CL000415,C00887,2025-03-17,952.18,Liability,Denied,ADJ026
CL000416,C00641,2024-03-12,9626.41,Liability,Approved,ADJ035
CL000417,C00217,2024-09-21,10106.07,Liability,Closed,ADJ013
CL000418,C00569,2021-12-07,6076.63,Medical,Approved,ADJ010
CL000419,C00296,2025-03-30,14963.11,Property,Closed,ADJ001
CL000420,C00074,2022-11-29,9901.64,Property,Approved,ADJ043
CL000421,C00448,2024-04-26,14637.14,Property,Open,ADJ009
CL000422,C00658,2024-04-11,28761.18,Theft,Approved,ADJ040
CL000423,C00185,2025-03-06,13639.58,Liability,Approved,ADJ023
CL000424,C00232,2025-05-27,3193.97,Theft,Open,ADJ037
CL000425,C00511,2025-08-12,22193.33,Theft,Under Review,ADJ027
CL000426,C00949,2024-01-05,8419.41,Medical,Open,ADJ003
CL000427,C00582,2024-10-11,7507.39,Medical,Open,ADJ038
CL000428,C00494,2024-07-11,22824.32,Theft,Under Review,ADJ030
CL000429,C00530,2023-09-07,1634.4,Theft,Open,ADJ016
CL000430,C00484,2025-02-02,20868.4,Collision,Denied,ADJ038
CL000431,C00320,2023-08-02,22567.42,Theft,Open,ADJ031
CL000432,C00465,2023-11-13,15623.13,Medical,Approved,ADJ023
CL000433,C00984,2024-01-19,14677.53,Medical,Under Review,ADJ011
CL000434,C00037,2022-02-09,10578.24,Theft,Under Review,ADJ047
CL000435,C00804,2025-06-17,13543.33,Liability,Denied,ADJ011
CL000436,C00587,2023-10-19,3109.19,Theft,Open,ADJ019
CL000437,C00497,2025-06-13,1696.4,Theft,Open,ADJ018
CL000438,C00259,2024-03-31,4313.18,Medical,Open,ADJ048
CL000439,C00115,2025-02-18,9255.41,Theft,Closed,ADJ043
CL000440,C00458,2025-03-18,9820.55,Property,Approved,ADJ012
CL000441,C00819,2025-01-12,8147.14,Collision,Under Review,ADJ006
CL000442,C00991,2025-04-22,2603.52,Property,Approved,ADJ049
CL000443,C00423,2025-05-09,11670.33,Property,Approved,ADJ047
CL000444,C00653,2024-10-24,2925.61,Theft,Under Review,ADJ004
CL000445,C00658,2024-07-27,10052.23,Collision,Closed,ADJ030
CL000446,C00409,2024-01-27,7405.36,Liability,Denied,ADJ015
CL000447,C00389,2025-03-29,10410.89,Liability,Approved,ADJ017
CL000448,C00149,2024-04-29,15848.2,Medical,Approved,ADJ025
CL000449,C00695,2024-03-22,5077.49,Theft,Open,ADJ007
CL000450,C00940,2022-07-22,8203.75,Medical,Approved,ADJ040
CL000451,C00941,2024-05-14,9954.96,Medical,Under Review,ADJ018
CL000452,C00274,2025-06-19,12133.59,Medical,Denied,ADJ026
CL000453,C00473,2024-07-08,26338.41,Theft,Closed,ADJ034
CL000454,C00346,2024-01-02,10326.91,Property,Under Review,ADJ036
CL000455,C00011,2021-06-06,23912.94,Collision,Approved,ADJ007
CL000456,C00538,2025-04-24,2006.66,Liability,Under Review,ADJ015
CL000457,C00743,2024-07-05,4607.81,Property,Open,ADJ002
CL000458,C00635,2025-03-14,1833.15,Theft,Closed,ADJ039
CL000459,C00654,2025-06-11,2265.96,Collision,Open,ADJ039
CL000460,C00134,2025-05-01,13473.12,Theft,Closed,ADJ008
CL000461,C00713,2022-07-01,5692.04,Collision,Approved,ADJ018
CL000462,C00788,2025-07-27,6691.26,Medical,Under Review,ADJ011
CL000463,C00800,2024-04-07,1572.96,Collision,Approved,ADJ025
CL000464,C00341,2025-05-03,14941.4,Medical,Under Review,ADJ012
CL000465,C00452,2025-07-31,3734.7,Property,Denied,ADJ026
CL000466,C00183,2024-01-05,9859.51,Collision,Closed,ADJ035
CL000467,C00788,2022-01-26,6753.18,Theft,Open,ADJ029
CL000468,C00733,2023-03-08,4255.45,Collision,Open,ADJ005
CL000469,C00586,2024-03-29,11049.4,Liability,Open,ADJ032
CL000470,C00153,2023-08-30,9966.55,Collision,Open,ADJ043
CL000471,C00400,2022-09-02,4363.33,Medical,Approved,ADJ037
CL000472,C00004,2025-06-08,7973.05,Liability,Approved,ADJ028
CL000473,C00414,2025-06-21,12738.71,Collision,Denied,ADJ015
CL000474,C00004,2024-07-09,6074.15,Liability,Open,ADJ037
CL000475,C00549,2023-08-19,14058.11,Medical,Under Review,ADJ044
CL000476,C00311,2023-04-29,13452.33,Collision,Under Review,ADJ035
CL000477,C00874,2021-11-03,14433.42,Collision,Approved,ADJ049
CL000478,C00785,2024-06-07,8012.16,Theft,Open,ADJ025
CL000479,C00677,2023-08-31,3269.55,Liability,Open,ADJ041
CL000480,C00706,2024-12-08,5709.29,Collision,Approved,ADJ048
CL000481,C00195,2024-11-14,4282.12,Theft,Closed,ADJ032
CL000482,C00399,2023-04-07,1413.39,Theft,Under Review,ADJ032
CL000483,C00547,2025-01-28,14491.83,Liability,Open,ADJ003
CL000484,C00348,2025-02-04,3003.37,Collision,Approved,ADJ008
CL000485,C00217,2024-09-16,12203.0,Theft,Approved,ADJ044
CL000486,C00892,2024-10-14,13176.7,Property,Denied,ADJ015
CL000487,C00948,2025-07-12,1544.49,Property,Approved,ADJ042
CL000488,C00020,2022-01-08,7332.68,Theft,Open,ADJ016
CL000489,C00719,2024-12-22,9907.4,Collision,Closed,ADJ041
CL000490,C00052,2024-07-13,13617.6,Collision,Approved,ADJ040
CL000491,C00175,2025-06-29,12612.61,Collision,Open,ADJ008
CL000492,C00510,2021-08-19,9127.17,Theft,Closed,ADJ005
CL000493,C00824,2023-07-06,6317.33,Liability,Under Review,ADJ008
CL000494,C01000,2025-06-06,21316.65,Medical,Closed,ADJ049
CL000495,C00047,2025-08-10,9099.74,Medical,Open,ADJ008
CL000496,C00281,2025-04-15,4879.69,Medical,Denied,ADJ011
CL000497,C00450,2024-03-13,4032.85,Theft,Open,ADJ009
CL000498,C00103,2025-01-20,11970.26,Theft,Approved,ADJ050
CL000499,C00162,2024-06-12,1443.81,Collision,Open,ADJ012
CL000500,C00949,2023-09-15,1792.55,Theft,Under Review,ADJ027
CL000501,C00711,2025-06-25,12207.47,Liability,Closed,ADJ014
CL000502,C00147,2022-05-22,19780.68,Liability,Closed,ADJ012
CL000503,C00626,2024-09-16,10529.27,Theft,Closed,ADJ046
CL000504,C00512,2025-07-21,9374.72,Collision,Under Review,ADJ023
CL000505,C00429,2024-12-09,566.27,Property,Closed,ADJ008
CL000506,C00543,2022-05-03,14663.48,Theft,Under Review,ADJ049
CL000507,C00553,2024-10-29,7859.34,Liability,Closed,ADJ018
CL000508,C00055,2023-12-26,3308.93,Property,Approved,ADJ032
CL000509,C00181,2025-05-04,6823.49,Collision,Under Review,ADJ019
CL000510,C00215,2024-08-17,6802.74,Medical,Denied,ADJ049
CL000511,C00465,2023-07-03,2527.42,Theft,Closed,ADJ011
CL000512,C00805,2021-10-20,1856.62,Collision,Closed,ADJ047
CL000513,C00456,2025-05-16,9094.25,Medical,Approved,ADJ013
CL000514,C00766,2023-12-23,10314.36,Medical,Closed,ADJ050
CL000515,C00113,2024-12-14,5228.92,Collision,Closed,ADJ048
CL000516,C00423,2025-07-20,13113.35,Liability,Closed,ADJ005
CL000517,C00483,2025-07-23,8983.84,Collision,Approved,ADJ010
CL000518,C00222,2025-04-29,13954.36,Liability,Closed,ADJ025
CL000519,C00383,2024-03-22,2477.87,Property,Under Review,ADJ018
CL000520,C00208,2024-10-31,5370.42,Collision,Denied,ADJ004
CL000521,C00288,2024-05-21,2479.27,Liability,Approved,ADJ027
CL000522,C00176,2022-08-26,11524.92,Property,Under Review,ADJ039
CL000523,C00161,2022-07-03,11948.43,Theft,Closed,ADJ037
CL000524,C00994,2024-12-26,8514.96,Property,Open,ADJ027
CL000525,C00878,2025-01-16,8065.65,Property,Denied,ADJ031
CL000526,C00858,2025-05-10,7210.06,Collision,Approved,ADJ048
CL000527,C00894,2025-05-31,7448.95,Theft,Closed,ADJ038
CL000528,C00969,2024-07-24,5516.17,Collision,Approved,ADJ003
CL000529,C00042,2024-07-13,14873.47,Theft,Open,ADJ028
CL000530,C00544,2025-04-14,6217.64,Collision,Approved,ADJ032
CL000531,C00247,2023-07-31,3841.11,Liability,Closed,ADJ009
CL000532,C00368,2023-08-03,4788.96,Collision,Open,ADJ031
CL000533,C00686,2025-05-16,4920.13,Liability,Denied,ADJ048
CL000534,C00598,2022-04-27,854.0,Liability,Approved,ADJ050
CL000535,C00142,2025-06-24,13175.89,Liability,Closed,ADJ024
CL000536,C00642,2025-03-23,7232.29,Collision,Open,ADJ025
CL000537,C00915,2025-03-24,10515.88,Theft,Open,ADJ019
CL000538,C00437,2025-02-28,11416.88,Theft,Denied,ADJ037
CL000539,C00814,2025-07-08,3503.62,Collision,Denied,ADJ022
CL000540,C00754,2023-07-03,14017.53,Theft,Under Review,ADJ004
CL000541,C00114,2025-08-12,6052.85,Liability,Denied,ADJ003
CL000542,C00375,2025-07-16,5813.28,Theft,Open,ADJ036
CL000543,C00727,2025-07-03,11716.84,Property,Under Review,ADJ016
CL000544,C00553,2024-02-11,2146.59,Liability,Denied,ADJ045
CL000545,C00215,2025-07-09,11421.02,Property,Under Review,ADJ023
CL000546,C00920,2025-05-27,4376.69,Liability,Under Review,ADJ004
CL000547,C00065,2023-11-03,5905.8,Liability,Approved,ADJ033
CL000548,C00540,2024-01-21,12528.62,Liability,Denied,ADJ044
CL000549,C00846,2025-07-10,8226.4,Medical,Approved,ADJ040
CL000550,C00377,2024-06-06,12098.61,Collision,Closed,ADJ030
CL000551,C00090,2024-10-26,1662.47,Property,Under Review,ADJ005
CL000552,C00112,2024-04-20,2889.11,Collision,Closed,ADJ032
CL000553,C00155,2024-06-05,13187.4,Theft,Open,ADJ019
CL000554,C00427,2024-03-16,14558.83,Theft,Closed,ADJ031
CL000555,C00356,2022-07-31,6591.88,Collision,Under Review,ADJ013
CL000556,C00065,2022-10-12,819.53,Property,Denied,ADJ042
CL000557,C00344,2025-03-30,6469.53,Medical,Under Review,ADJ032
CL000558,C00608,2022-06-28,10154.9,Theft,Denied,ADJ029
CL000559,C00469,2024-12-31,4909.19,Property,Under Review,ADJ011
CL000560,C00809,2023-09-25,8472.93,Medical,Open,ADJ010
CL000561,C00362,2024-06-27,11356.4,Theft,Closed,ADJ046
CL000562,C00549,2022-11-09,4636.08,Property,Closed,ADJ011
CL000563,C00244,2024-12-04,2195.3,Medical,Denied,ADJ009
CL000564,C00452,2025-07-31,7202.75,Theft,Open,ADJ043
CL000565,C00325,2022-12-16,14681.33,Property,Under Review,ADJ029
CL000566,C00553,2024-03-31,14644.25,Theft,Under Review,ADJ008
CL000567,C00943,2023-09-21,861.42,Liability,Closed,ADJ030
CL000568,C00951,2025-03-14,5143.16,Collision,Denied,ADJ033
CL000569,C00340,2025-06-22,9885.04,Medical,Approved,ADJ019
CL000570,C00993,2025-06-24,14188.14,Theft,Closed,ADJ037
CL000571,C00747,2021-11-28,26509.3,Collision,Approved,ADJ003
CL000572,C00143,2024-03-23,10331.12,Collision,Under Review,ADJ002
CL000573,C00412,2024-08-13,9454.07,Property,Approved,ADJ023
CL000574,C00095,2024-12-10,5232.31,Theft,Closed,ADJ038
CL000575,C00540,2024-09-22,3721.09,Medical,Closed,ADJ002
CL000576,C00086,2024-11-05,8306.98,Liability,Open,ADJ033
CL000577,C00404,2021-09-23,3319.53,Medical,Denied,ADJ039
CL000578,C00524,2023-10-15,14179.33,Medical,Approved,ADJ010
CL000579,C00734,2025-04-17,24081.13,Medical,Open,ADJ019
CL000580,C00354,2024-12-28,5594.65,Liability,Denied,ADJ006
CL000581,C00221,2025-03-08,21491.17,Liability,Approved,ADJ019
CL000582,C00168,2025-06-06,30094.56,Liability,Approved,ADJ009
CL000583,C00856,2024-12-23,14297.08,Property,Under Review,ADJ031
CL000584,C00889,2023-08-20,8116.87,Medical,Open,ADJ038
CL000585,C00775,2023-05-24,5948.7,Collision,Approved,ADJ041
CL000586,C00937,2021-07-05,4463.27,Property,Denied,ADJ030
CL000587,C00728,2024-10-11,8734.79,Property,Closed,ADJ012
CL000588,C00853,2025-07-12,12396.44,Collision,Under Review,ADJ038
CL000589,C00312,2023-02-26,7664.46,Liability,Closed,ADJ002
CL000590,C00811,2022-12-06,535.48,Medical,Under Review,ADJ041
CL000591,C00855,2023-07-11,9730.13,Collision,Under Review,ADJ027
CL000592,C00184,2024-02-18,16698.39,Property,Open,ADJ008
CL000593,C00784,2025-08-12,4519.65,Collision,Denied,ADJ048
CL000594,C00371,2023-10-06,18436.19,Medical,Approved,ADJ045
CL000595,C00838,2025-07-21,2233.96,Theft,Denied,ADJ002
CL000596,C00866,2023-04-28,8874.7,Property,Under Review,ADJ030
CL000597,C00900,2022-06-27,19600.25,Collision,Under Review,ADJ024
CL000598,C00430,2023-10-31,9725.58,Medical,Open,ADJ019
CL000599,C00299,2024-12-24,8179.38,Collision,Denied,ADJ013
CL000600,C00785,2024-12-03,21755.59,Theft,Closed,ADJ035
CL000601,C00331,2024-11-27,30598.7,Medical,Under Review,ADJ044
CL000602,C00715,2025-04-01,16725.97,Theft,Under Review,ADJ010
CL000603,C00014,2025-08-12,2485.77,Medical,Under Review,ADJ050
CL000604,C00497,2023-07-25,6473.92,Property,Open,ADJ014
CL000605,C00159,2021-11-03,7799.05,Property,Denied,ADJ040
CL000606,C00707,2025-03-11,12555.53,Theft,Denied,ADJ046
CL000607,C00565,2025-05-24,10682.84,Collision,Approved,ADJ030
CL000608,C00939,2025-07-28,3728.25,Collision,Approved,ADJ023
CL000609,C00320,2025-04-24,17242.81,Liability,Denied,ADJ034
CL000610,C00782,2025-03-25,14566.62,Property,Under Review,ADJ002
CL000611,C00763,2025-01-14,12311.32,Property,Closed,ADJ045
CL000612,C00146,2025-07-19,10476.68,Medical,Closed,ADJ014
CL000613,C00134,2025-06-29,28344.85,Collision,Open,ADJ002
CL000614,C00794,2023-06-13,14526.26,Property,Open,ADJ003
CL000615,C00813,2025-04-20,10066.94,Theft,Open,ADJ031
CL000616,C00122,2025-08-08,13673.67,Collision,Open,ADJ020
CL000617,C00684,2025-05-15,648.95,Collision,Open,ADJ039
CL000618,C00211,2025-06-23,9020.24,Property,Closed,ADJ043
CL000619,C00360,2024-06-23,924.26,Property,Under Review,ADJ038
CL000620,C00357,2024-07-27,13205.14,Theft,Closed,ADJ033
CL000621,C00584,2025-02-12,3458.24,Collision,Denied,ADJ014
CL000622,C00733,2024-09-25,3277.44,Medical,Closed,ADJ049
CL000623,C00551,2025-05-10,562.77,Collision,Closed,ADJ033
CL000624,C00872,2025-07-17,10762.46,Medical,Denied,ADJ012
CL000625,C00451,2025-07-02,10266.12,Collision,Closed,ADJ023
CL000626,C00389,2024-10-08,6649.33,Theft,Closed,ADJ027
CL000627,C00116,2025-02-28,11540.44,Medical,Open,ADJ030
CL000628,C00113,2025-03-29,8036.05,Liability,Under Review,ADJ046
CL000629,C00296,2024-08-01,8578.42,Collision,Open,ADJ021
CL000630,C00506,2025-01-13,2177.98,Medical,Approved,ADJ039
CL000631,C00754,2021-11-13,5024.1,Liability,Closed,ADJ036
CL000632,C00418,2023-12-08,11102.12,Property,Open,ADJ031
CL000633,C00962,2024-03-26,10347.4,Property,Open,ADJ044
CL000634,C00504,2025-06-01,10245.38,Liability,Approved,ADJ034
CL000635,C00675,2023-11-28,10309.52,Collision,Closed,ADJ026
CL000636,C00411,2025-03-04,26207.84,Property,Open,ADJ024
CL000637,C00999,2023-10-22,3386.75,Property,Denied,ADJ026
CL000638,C00126,2024-09-30,3876.61,Liability,Approved,ADJ018
CL000639,C00784,2025-06-15,10845.66,Theft,Denied,ADJ018
CL000640,C00775,2023-07-19,11947.64,Liability,Under Review,ADJ031
CL000641,C00683,2025-06-20,9245.9,Liability,Approved,ADJ033
CL000642,C00286,2024-10-13,5154.22,Collision,Under Review,ADJ032
CL000643,C00510,2024-10-24,3846.92,Property,Open,ADJ007
CL000644,C00756,2022-12-05,1266.36,Collision,Approved,ADJ044
CL000645,C00028,2024-09-11,14595.05,Liability,Denied,ADJ044
CL000646,C00335,2025-07-11,2714.68,Theft,Denied,ADJ007
CL000647,C00779,2024-06-04,3623.97,Liability,Approved,ADJ013
CL000648,C00301,2023-05-17,10100.35,Liability,Denied,ADJ017
CL000649,C00556,2025-03-23,5482.43,Theft,Denied,ADJ002
CL000650,C00976,2025-07-23,11577.49,Liability,Open,ADJ025
CL000651,C00461,2024-08-20,9496.34,Liability,Open,ADJ003
CL000652,C00182,2022-05-18,8571.66,Medical,Closed,ADJ032
CL000653,C00442,2025-01-31,5428.7,Liability,Open,ADJ037
CL000654,C00692,2022-10-14,7613.03,Theft,Denied,ADJ037
CL000655,C00482,2023-09-26,17423.87,Theft,Open,ADJ026
CL000656,C00270,2023-10-18,7673.02,Liability,Denied,ADJ044
CL000657,C00362,2025-06-17,20724.15,Collision,Open,ADJ038
CL000658,C00047,2025-05-17,2358.87,Medical,Under Review,ADJ048
CL000659,C00598,2022-07-24,890.05,Medical,Approved,ADJ007
CL000660,C00439,2023-06-12,5504.57,Medical,Approved,ADJ023
CL000661,C00058,2023-06-11,10087.98,Property,Closed,ADJ042
CL000662,C00320,2025-02-18,21914.56,Collision,Under Review,ADJ008
CL000663,C00346,2024-01-08,2961.8,Theft,Under Review,ADJ003
CL000664,C00472,2025-06-23,19297.08,Theft,Approved,ADJ018
CL000665,C00021,2025-07-26,10591.4,Theft,Open,ADJ021
CL000666,C00387,2025-01-30,8770.13,Medical,Denied,ADJ007
CL000667,C00828,2022-05-15,7581.2,Property,Under Review,ADJ032
CL000668,C00515,2024-08-19,12266.13,Medical,Closed,ADJ040
CL000669,C00307,2024-02-11,11167.47,Liability,Open,ADJ035
CL000670,C00220,2025-03-13,4666.66,Collision,Under Review,ADJ037
CL000671,C00412,2022-09-22,12166.74,Theft,Open,ADJ046
CL000672,C00865,2023-10-28,8883.8,Theft,Under Review,ADJ018
CL000673,C00069,2025-08-07,8713.21,Theft,Approved,ADJ028
CL000674,C00215,2024-05-06,5536.09,Collision,Under Review,ADJ033
CL000675,C00824,2023-01-20,10489.91,Medical,Closed,ADJ027
CL000676,C00412,2025-07-11,4143.34,Theft,Approved,ADJ043
CL000677,C00782,2022-06-06,8439.66,Collision,Denied,ADJ012
CL000678,C00591,2024-08-31,7738.45,Liability,Under Review,ADJ041
CL000679,C00546,2025-06-05,12229.54,Liability,Denied,ADJ047
CL000680,C00642,2025-01-28,1368.28,Property,Under Review,ADJ030
CL000681,C00152,2021-09-09,8952.99,Medical,Approved,ADJ027
CL000682,C00327,2024-11-07,31278.96,Property,Approved,ADJ018
CL000683,C00844,2025-05-15,4662.15,Property,Under Review,ADJ044
CL000684,C00616,2023-12-17,3923.88,Property,Open,ADJ010
CL000685,C00197,2025-07-13,901.71,Medical,Approved,ADJ032
CL000686,C00574,2022-08-26,14873.75,Liability,Open,ADJ013
CL000687,C00164,2025-03-05,6811.29,Medical,Denied,ADJ012
CL000688,C00660,2024-02-04,12861.55,Liability,Open,ADJ004
CL000689,C00881,2023-01-15,13499.33,Medical,Denied,ADJ020
CL000690,C00888,2025-06-17,1421.93,Liability,Under Review,ADJ043
CL000691,C00674,2024-08-08,13342.93,Liability,Closed,ADJ016
CL000692,C00115,2024-12-22,8779.11,Theft,Open,ADJ034
CL000693,C00681,2025-04-25,30670.5,Theft,Under Review,ADJ032
CL000694,C00906,2024-10-24,3797.75,Medical,Under Review,ADJ038
CL000695,C00755,2025-03-08,6154.28,Property,Approved,ADJ014
CL000696,C00148,2024-10-05,2048.8,Property,Under Review,ADJ029
CL000697,C00419,2025-06-28,4187.44,Theft,Open,ADJ032
CL000698,C00547,2025-04-23,5933.22,Collision,Under Review,ADJ035
CL000699,C00434,2023-11-14,7385.38,Property,Under Review,ADJ010
CL000700,C00372,2025-02-12,7390.72,Medical,Under Review,ADJ002
CL000701,C00661,2025-08-06,14518.67,Theft,Open,ADJ048
CL000702,C00679,2022-03-16,12084.65,Collision,Closed,ADJ017
CL000703,C00566,2023-04-19,6078.01,Medical,Open,ADJ035
CL000704,C00888,2025-06-08,3927.54,Liability,Approved,ADJ001
CL000705,C00932,2024-12-02,14430.85,Medical,Under Review,ADJ006
CL000706,C00959,2025-08-11,21570.49,Property,Closed,ADJ029
CL000707,C00647,2025-07-30,11790.55,Liability,Open,ADJ018
CL000708,C00888,2025-07-11,1661.37,Liability,Approved,ADJ048
CL000709,C00423,2025-03-05,13934.21,Medical,Approved,ADJ007
CL000710,C00845,2025-03-10,2824.98,Medical,Denied,ADJ005
CL000711,C00361,2023-05-14,6602.62,Theft,Under Review,ADJ030
CL000712,C00712,2025-07-28,1391.59,Property,Approved,ADJ042
CL000713,C00140,2022-05-27,544.6,Property,Under Review,ADJ021
CL000714,C00590,2025-05-27,1692.36,Property,Closed,ADJ034
CL000715,C00731,2025-08-06,14560.14,Property,Denied,ADJ044
CL000716,C00421,2025-03-08,11993.31,Medical,Approved,ADJ031
CL000717,C00895,2025-07-18,19649.18,Theft,Under Review,ADJ019
CL000718,C00204,2025-03-13,1723.78,Medical,Closed,ADJ026
CL000719,C00898,2025-04-12,5971.14,Theft,Closed,ADJ002
CL000720,C00971,2022-12-25,1714.89,Theft,Closed,ADJ006
CL000721,C00998,2023-11-24,7205.16,Medical,Closed,ADJ004
CL000722,C00411,2025-01-20,19871.94,Property,Open,ADJ024
CL000723,C00175,2025-08-01,14235.03,Collision,Open,ADJ046
CL000724,C00539,2025-03-26,16479.65,Liability,Approved,ADJ008
CL000725,C00230,2024-07-22,10846.67,Property,Under Review,ADJ019
CL000726,C00765,2025-03-26,12496.19,Property,Denied,ADJ014
CL000727,C00844,2025-01-06,4603.03,Property,Approved,ADJ012
CL000728,C00419,2024-08-19,11990.72,Collision,Under Review,ADJ017
CL000729,C00242,2024-12-10,9456.36,Property,Under Review,ADJ038
CL000730,C00701,2025-01-28,9884.92,Collision,Open,ADJ031
CL000731,C00137,2024-02-10,13135.93,Liability,Closed,ADJ046
CL000732,C00393,2023-12-09,24088.59,Medical,Open,ADJ007
CL000733,C00571,2023-12-04,2477.86,Property,Approved,ADJ023
CL000734,C00621,2022-07-09,14120.17,Theft,Open,ADJ001
CL000735,C00260,2025-01-18,7815.86,Liability,Under Review,ADJ026
CL000736,C00688,2025-03-19,5878.07,Theft,Open,ADJ038
CL000737,C00184,2024-12-24,8564.47,Medical,Approved,ADJ009
CL000738,C00092,2023-07-03,5101.1,Theft,Approved,ADJ010
CL000739,C00267,2024-11-25,3388.22,Property,Approved,ADJ018
CL000740,C00766,2024-09-21,5728.59,Liability,Under Review,ADJ017
CL000741,C00628,2023-07-29,12529.04,Medical,Denied,ADJ021
CL000742,C00447,2024-08-26,24407.69,Liability,Closed,ADJ036
CL000743,C00874,2025-01-18,13881.37,Liability,Open,ADJ013
CL000744,C00153,2022-07-13,1291.22,Property,Open,ADJ031
CL000745,C00267,2024-09-24,5648.71,Collision,Approved,ADJ003
CL000746,C00453,2024-02-07,5669.54,Theft,Approved,ADJ030
CL000747,C00505,2024-07-15,2131.12,Property,Open,ADJ023
CL000748,C00096,2024-12-24,3454.14,Medical,Closed,ADJ011
CL000749,C00768,2024-01-15,13963.74,Theft,Closed,ADJ038
CL000750,C00995,2025-06-04,1269.03,Property,Approved,ADJ005
CL000751,C00253,2023-11-28,25338.51,Medical,Open,ADJ019
CL000752,C00698,2025-03-16,14729.35,Collision,Approved,ADJ024
CL000753,C00605,2025-07-11,13972.65,Collision,Under Review,ADJ010
CL000754,C00030,2024-07-09,3904.89,Liability,Approved,ADJ041
CL000755,C00979,2024-12-21,4405.12,Collision,Under Review,ADJ003
CL000756,C00672,2024-12-31,9524.29,Liability,Under Review,ADJ047
CL000757,C00752,2023-03-17,31353.9,Property,Closed,ADJ004
CL000758,C00821,2025-03-11,9832.84,Medical,Open,ADJ048
CL000759,C00073,2023-09-02,8433.77,Theft,Approved,ADJ006
CL000760,C00409,2024-09-30,4199.88,Property,Approved,ADJ006
CL000761,C00022,2025-07-10,12859.01,Property,Approved,ADJ050
CL000762,C00413,2024-08-28,4631.57,Property,Open,ADJ020
